Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
27 Apr 2002,New Zealand,Lahore,0,0,0,0,0,28.0,51.0,37.0,1.0,0.0,75.67,0.0,0.0,0.0,0.0,0.0
1 Sep 2002,Kenya,Nairobi (Gym),1,1,0,0,1,50.0,0.0,92.0,3.0,0.0,54.34,0.0,0.0,0.0,0.0,0.0
4 Sep 2002,Australia,Nairobi (Gym),0,0,0,0,0,39.0,85.0,50.0,4.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0
7 Sep 2002,Australia,Nairobi (Gym),0,0,0,0,0,50.0,89.0,74.0,6.0,0.0,67.56,0.0,0.0,0.0,0.0,0.0
12 Sep 2002,Sri Lanka,Colombo (RPS),0,0,0,0,0,47.0,85.0,70.0,2.0,1.0,67.14,0.0,0.0,0.0,0.0,0.0
21 Sep 2002,Netherlands,Colombo (SSC),1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30 Nov 2002,Zimbabwe,Harare,1,1,0,0,1,1.0,4.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
1 Dec 2002,Zimbabwe,Harare,1,1,0,0,1,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Apr 2003,Kenya,Sharjah,0,0,0,0,0,42.0,66.0,55.0,2.0,1.0,76.36,0.0,0.0,0.0,0.0,0.0
29 Nov 2003,New Zealand,Lahore,1,1,0,0,1,21.0,17.0,17.0,1.0,1.0,123.52,0.0,0.0,0.0,0.0,0.0
1 Dec 2003,New Zealand,Lahore,0,0,0,0,0,4.0,13.0,13.0,0.0,0.0,30.76,0.0,0.0,0.0,0.0,0.0
3 Oct 2004,Zimbabwe,Peshawar,0,0,0,0,0,23.0,0.0,38.0,3.0,0.0,60.52,0.0,0.0,0.0,0.0,0.0
18 Oct 2007,South Africa,Lahore,0,0,0,0,0,20.0,44.0,35.0,2.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0
20 Oct 2007,South Africa,Lahore,0,0,0,0,0,21.0,24.0,21.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0
23 Oct 2007,South Africa,Faisalabad,1,1,0,0,1,29.0,42.0,32.0,2.0,1.0,90.62,0.0,0.0,0.0,0.0,0.0
26 Oct 2007,South Africa,Multan,0,0,0,0,0,7.0,31.0,19.0,1.0,0.0,36.84,0.0,0.0,0.0,0.0,0.0
29 Oct 2007,South Africa,Lahore,0,0,0,0,0,19.0,47.0,30.0,1.0,0.0,63.33,0.0,0.0,0.0,0.0,0.0
5 Nov 2007,India,Guwahati,0,0,0,0,0,27.0,36.0,26.0,2.0,0.0,103.84,0.0,0.0,0.0,0.0,0.0
8 Nov 2007,India,Mohali,0,0,0,0,0,49.0,70.0,44.0,3.0,0.0,111.36,0.0,0.0,0.0,0.0,0.0
11 Nov 2007,India,Kanpur,1,1,0,0,1,38.0,56.0,47.0,2.0,0.0,80.85,0.0,0.0,0.0,0.0,0.0
15 Nov 2007,India,Gwalior,0,0,0,0,0,40.0,62.0,39.0,2.0,1.0,102.56,0.0,0.0,0.0,0.0,0.0
18 Nov 2007,India,Jaipur,2,2,0,0,2,22.0,30.0,17.0,1.0,1.0,129.41,0.0,0.0,0.0,0.0,0.0
21 Jan 2008,Zimbabwe,Karachi,0,0,0,0,0,55.0,56.0,38.0,4.0,1.0,144.73,4.0,0.0,30.0,0.0,7.5
24 Jan 2008,Zimbabwe,Hyderabad (Sind),1,1,0,0,1,20.0,46.0,50.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
27 Jan 2008,Zimbabwe,Multan,1,1,0,0,1,44.0,85.0,50.0,3.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0
30 Jan 2008,Zimbabwe,Faisalabad,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Feb 2008,Zimbabwe,Sheikhupura,0,0,0,0,0,31.0,0.0,32.0,4.0,1.0,96.87,0.0,0.0,0.0,0.0,0.0
8 Apr 2008,Bangladesh,Lahore,0,0,0,0,0,38.0,32.0,27.0,1.0,2.0,140.74,0.0,0.0,0.0,0.0,0.0
11 Apr 2008,Bangladesh,Faisalabad,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13 Apr 2008,Bangladesh,Lahore,0,0,0,0,0,10.0,20.0,11.0,1.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0
16 Apr 2008,Bangladesh,Multan,2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Apr 2008,Bangladesh,Karachi,1,1,0,0,1,35.0,28.0,22.0,3.0,0.0,159.09,0.0,0.0,0.0,0.0,0.0
8 Jun 2008,Bangladesh,Dhaka,0,0,0,0,0,39.0,28.0,22.0,3.0,2.0,177.27,0.0,0.0,0.0,0.0,0.0
10 Jun 2008,India,Dhaka,1,1,0,0,1,24.0,56.0,28.0,5.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0
14 Jun 2008,India,Dhaka,0,0,0,0,0,33.0,27.0,21.0,4.0,1.0,157.14,0.0,0.0,0.0,0.0,0.0
24 Jun 2008,Hong Kong,Karachi,1,1,0,0,1,2.0,17.0,8.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
