Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
2 Oct 1996,Kenya,Nairobi (Aga),1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,32.0,0.0,3.2
4 Oct 1996,Sri Lanka,Nairobi (Gym),0,0,0,0,0,102.0,50.0,40.0,6.0,11.0,255.0,10.0,0.0,43.0,1.0,4.3
6 Oct 1996,South Africa,Nairobi (Gym),0,0,0,0,0,14.0,13.0,9.0,2.0,0.0,155.55,10.0,0.0,48.0,3.0,4.8
30 Oct 1996,Zimbabwe,Quetta,1,1,0,0,1,28.0,0.0,17.0,5.0,0.0,164.7,8.0,0.0,36.0,1.0,4.5
1 Nov 1996,Zimbabwe,Lahore,0,0,0,0,0,66.0,0.0,37.0,8.0,4.0,178.37,10.0,0.0,38.0,0.0,3.8
3 Nov 1996,Zimbabwe,Peshawar,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,25.0,2.0,3.57
8 Nov 1996,Sri Lanka,Sharjah,1,1,0,0,1,7.0,0.0,11.0,1.0,0.0,63.63,9.0,0.0,37.0,1.0,4.11
10 Nov 1996,New Zealand,Sharjah,0,0,0,0,0,20.0,0.0,18.0,1.0,1.0,111.11,10.0,0.0,38.0,0.0,3.8
12 Nov 1996,Sri Lanka,Sharjah,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,34.0,0.0,3.77
13 Nov 1996,New Zealand,Sharjah,1,1,0,0,1,3.0,5.0,8.0,0.0,0.0,37.5,7.0,1.0,26.0,0.0,3.71
15 Nov 1996,New Zealand,Sharjah,1,1,0,0,1,21.0,20.0,16.0,2.0,1.0,131.25,2.5,0.0,14.0,2.0,4.94
4 Dec 1996,New Zealand,Gujranwala,1,1,0,0,1,16.0,11.0,8.0,1.0,1.0,200.0,9.0,0.0,43.0,0.0,4.77
6 Dec 1996,New Zealand,Sialkot,1,1,0,0,1,2.0,6.0,8.0,0.0,0.0,25.0,7.0,0.0,40.0,2.0,5.71
8 Dec 1996,New Zealand,Karachi,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.0,39.0,1.0,4.77
15 Dec 1996,Australia,Adelaide,0,0,0,0,0,6.0,11.0,6.0,0.0,0.0,100.0,10.0,0.0,49.0,1.0,4.9
17 Dec 1996,West Indies,Adelaide,0,0,0,0,0,3.0,7.0,14.0,0.0,0.0,21.42,8.1,1.0,31.0,2.0,3.79
1 Jan 1997,Australia,Sydney,1,1,0,0,1,34.0,39.0,27.0,6.0,0.0,125.92,9.0,0.0,32.0,1.0,3.55
3 Jan 1997,West Indies,Brisbane,0,0,0,0,0,2.0,9.0,5.0,0.0,0.0,40.0,6.1,0.0,39.0,0.0,6.32
7 Jan 1997,Australia,Hobart,0,0,0,0,0,3.0,11.0,12.0,0.0,0.0,25.0,1.3,0.0,1.0,2.0,0.66
10 Jan 1997,West Indies,Perth,0,0,0,0,0,29.0,17.0,19.0,2.0,2.0,152.63,6.0,0.0,52.0,0.0,8.66
16 Jan 1997,Australia,Melbourne,0,0,0,0,0,29.0,60.0,43.0,1.0,0.0,67.44,9.0,0.0,48.0,1.0,5.33
18 Jan 1997,West Indies,Sydney,1,1,0,0,1,53.0,94.0,54.0,8.0,0.0,98.14,10.0,0.0,33.0,3.0,3.3
20 Jan 1997,West Indies,Melbourne,1,1,0,0,1,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,21.0,1.0,3.0
4 Apr 1997,Sri Lanka,Sharjah,0,0,0,0,0,67.0,0.0,55.0,4.0,5.0,121.81,9.0,1.0,39.0,0.0,4.33
6 Apr 1997,Zimbabwe,Sharjah,0,0,0,0,0,1.0,0.0,2.0,0.0,0.0,50.0,6.4,1.0,11.0,1.0,1.65
7 Apr 1997,Sri Lanka,Sharjah,0,0,0,0,0,7.0,0.0,5.0,1.0,0.0,140.0,10.0,0.0,30.0,1.0,3.0
9 Apr 1997,Zimbabwe,Sharjah,0,0,0,0,0,5.0,0.0,13.0,0.0,0.0,38.46,9.0,1.0,25.0,0.0,2.77
11 Apr 1997,Sri Lanka,Sharjah,0,0,0,0,0,8.0,0.0,5.0,0.0,1.0,160.0,5.0,0.0,24.0,0.0,4.8
9 May 1997,New Zealand,Mohali,0,0,0,0,0,59.0,90.0,46.0,4.0,2.0,128.26,10.0,0.0,49.0,1.0,4.9
