Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
14 Sep 2011,Zimbabwe,Harare,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,51.0,2.0,5.1
15 Feb 2015,India,Adelaide,0,0,0,0,0,13.0,32.0,23.0,1.0,0.0,56.52,8.0,0.0,60.0,0.0,7.5
26 May 2015,Zimbabwe,Lahore,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,35.0,0.0,5.83
29 May 2015,Zimbabwe,Lahore,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,2.0,4.0
31 May 2015,Zimbabwe,Lahore,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11 Jul 2015,Sri Lanka,Dambulla,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,46.0,1.0,4.6
15 Jul 2015,Sri Lanka,Pallekele,1,1,0,0,1,1.0,3.0,2.0,0.0,0.0,50.0,10.0,0.0,51.0,0.0,5.1
19 Jul 2015,Sri Lanka,Colombo (RPS),0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,29.0,4.0,2.9
22 Jul 2015,Sri Lanka,Colombo (RPS),2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,1.0,5.0
26 Jul 2015,Sri Lanka,Hambantota,0,0,0,0,0,9.0,11.0,13.0,1.0,0.0,69.23,8.0,0.0,73.0,0.0,9.12
1 Oct 2015,Zimbabwe,Harare,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,26.0,6.0,2.88
3 Oct 2015,Zimbabwe,Harare,0,0,0,0,0,32.0,36.0,22.0,3.0,0.0,145.45,6.0,0.0,30.0,0.0,5.0
11 Nov 2015,England,Abu Dhabi,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,38.0,1.0,3.8
13 Nov 2015,England,Abu Dhabi,0,0,0,0,0,16.0,19.0,13.0,1.0,1.0,123.07,9.0,0.0,70.0,0.0,7.77
20 Nov 2015,England,Dubai (DSC),0,0,0,0,0,5.0,10.0,8.0,0.0,0.0,62.5,10.0,0.0,57.0,1.0,5.7
27 Aug 2016,England,Lord's,0,0,0,0,0,0.0,5.0,1.0,0.0,0.0,0.0,9.3,0.0,62.0,0.0,6.52
30 Aug 2016,England,Nottingham,0,0,0,0,0,26.0,46.0,32.0,3.0,0.0,81.25,6.0,0.0,48.0,0.0,8.0
18 Jul 2018,Zimbabwe,Bulawayo,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,10.0,1.0,1.42
20 Jul 2018,Zimbabwe,Bulawayo,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,31.0,0.0,3.1
22 Mar 2019,Australia,Sharjah,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,56.0,0.0,5.6
24 Mar 2019,Australia,Sharjah,0,0,0,0,0,1.0,0.0,2.0,0.0,0.0,50.0,10.0,1.0,60.0,1.0,6.0
27 Mar 2019,Australia,Abu Dhabi,0,0,0,0,0,10.0,0.0,17.0,0.0,0.0,58.82,10.0,0.0,47.0,1.0,4.7
29 Mar 2019,Australia,Dubai (DSC),0,0,0,0,0,3.0,0.0,3.0,0.0,0.0,100.0,10.0,0.0,57.0,2.0,5.7
31 Mar 2019,Australia,Dubai (DSC),1,1,0,0,1,11.0,0.0,13.0,0.0,0.0,84.61,10.0,0.0,63.0,0.0,6.3
11 May 2019,England,Southampton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,60.0,1.0,8.57
