Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
14 Jun 2017,England,Cardiff,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,44.0,2.0,4.88
13 Oct 2017,Sri Lanka,Dubai (DSC),0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,49.0,3.0,5.44
16 Oct 2017,Sri Lanka,Abu Dhabi,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,37.0,1.0,4.62
18 Oct 2017,Sri Lanka,Abu Dhabi,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,52.0,0.0,7.09
6 Jan 2018,New Zealand,Wellington,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,68.0,1.0,6.8
9 Jan 2018,New Zealand,Nelson,0,0,0,0,0,6.0,2.0,3.0,1.0,0.0,200.0,4.5,0.0,37.0,0.0,7.65
13 Jan 2018,New Zealand,Dunedin,0,0,0,0,0,16.0,15.0,14.0,3.0,0.0,114.28,10.0,0.0,51.0,3.0,5.1
16 Jan 2018,New Zealand,Hamilton,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,59.0,1.0,6.55
19 Jan 2018,New Zealand,Wellington,0,0,0,0,0,5.0,12.0,6.0,1.0,0.0,83.33,10.0,0.0,67.0,3.0,6.7
