Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
8 Sep 2011,Zimbabwe,Bulawayo,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,36.0,3.0,3.6
11 Sep 2011,Zimbabwe,Harare,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,57.0,1.0,5.7
14 Sep 2011,Zimbabwe,Harare,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,43.0,4.0,4.3
11 Nov 2011,Sri Lanka,Dubai (DSC),1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,18.0,1.0,3.6
14 Nov 2011,Sri Lanka,Dubai (DSC),0,0,0,0,0,6.0,12.0,11.0,1.0,0.0,54.54,8.0,0.0,56.0,1.0,7.0
20 Nov 2011,Sri Lanka,Sharjah,0,0,0,0,0,3.0,10.0,9.0,0.0,0.0,33.33,8.0,0.0,48.0,2.0,6.0
1 Dec 2011,Bangladesh,Dhaka,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,1.0,4.0
15 Feb 2012,England,Abu Dhabi,0,0,0,0,0,1.0,3.0,2.0,0.0,0.0,50.0,9.0,0.0,49.0,2.0,5.44
18 Feb 2012,England,Dubai (DSC),0,0,0,0,0,5.0,7.0,4.0,0.0,0.0,125.0,6.2,0.0,40.0,0.0,6.31
11 Mar 2012,Bangladesh,Dhaka,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,47.0,1.0,5.22
15 Mar 2012,Sri Lanka,Dhaka,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,43.0,4.0,4.77
18 Mar 2012,India,Dhaka,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,60.0,0.0,7.5
22 Mar 2012,Bangladesh,Dhaka,0,0,0,0,0,9.0,22.0,11.0,1.0,0.0,81.81,7.0,0.0,46.0,3.0,6.57
28 Aug 2012,Australia,Sharjah,0,0,0,0,0,2.0,16.0,8.0,0.0,0.0,25.0,7.2,0.0,38.0,0.0,5.18
