Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
18 Aug 2016,Ireland,Dublin (Malahide),0,0,0,0,0,53.0,0.0,50.0,7.0,0.0,106.0,3.0,0.0,14.0,1.0,4.66
24 Aug 2016,England,Southampton,0,0,0,0,0,17.0,28.0,15.0,2.0,0.0,113.33,6.3,0.0,31.0,1.0,4.76
30 Aug 2016,England,Nottingham,0,0,0,0,0,34.0,52.0,36.0,2.0,0.0,94.44,10.0,0.0,62.0,1.0,6.2
1 Sep 2016,England,Leeds,0,0,0,0,0,13.0,28.0,21.0,0.0,0.0,61.9,10.0,0.0,54.0,0.0,5.4
4 Sep 2016,England,Cardiff,1,1,0,0,1,2.0,9.0,3.0,0.0,0.0,66.66,4.0,0.0,32.0,0.0,8.0
30 Sep 2016,West Indies,Sharjah,0,0,0,0,0,19.0,32.0,19.0,0.0,1.0,100.0,10.0,0.0,42.0,4.0,4.2
2 Oct 2016,West Indies,Sharjah,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,39.0,0.0,5.57
5 Oct 2016,West Indies,Abu Dhabi,0,0,0,0,0,4.0,0.0,5.0,0.0,0.0,80.0,9.0,0.0,40.0,3.0,4.44
13 Jan 2017,Australia,Brisbane,0,0,0,0,0,1.0,10.0,9.0,0.0,0.0,11.11,8.0,0.0,48.0,1.0,6.0
19 Jan 2018,New Zealand,Wellington,1,1,0,0,1,23.0,15.0,12.0,3.0,1.0,191.66,10.0,1.0,43.0,0.0,4.3
22 Jul 2018,Zimbabwe,Bulawayo,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,47.0,2.0,4.7
21 Sep 2018,Afghanistan,Abu Dhabi,2,2,0,0,2,10.0,0.0,8.0,0.0,1.0,125.0,10.0,1.0,57.0,3.0,5.7
23 Sep 2018,India,Dubai (DSC),0,0,0,0,0,15.0,0.0,16.0,1.0,0.0,93.75,7.0,0.0,35.0,0.0,5.0
26 Sep 2018,Bangladesh,Abu Dhabi,0,0,0,0,0,8.0,0.0,19.0,0.0,0.0,42.1,8.0,0.0,39.0,0.0,4.87
2 Oct 2019,Sri Lanka,Karachi,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,1.0,6.0
