Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
31 May 2015,Zimbabwe,Lahore,0,0,0,0,0,54.0,78.0,60.0,4.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
11 Jul 2015,Sri Lanka,Dambulla,1,1,0,0,1,25.0,48.0,30.0,3.0,0.0,83.33,0.0,0.0,0.0,0.0,0.0
15 Jul 2015,Sri Lanka,Pallekele,0,0,0,0,0,12.0,23.0,19.0,1.0,0.0,63.15,0.0,0.0,0.0,0.0,0.0
11 Nov 2015,England,Abu Dhabi,1,1,0,0,1,62.0,79.0,62.0,2.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0
13 Nov 2015,England,Abu Dhabi,1,1,0,0,1,4.0,8.0,6.0,0.0,0.0,66.66,0.0,0.0,0.0,0.0,0.0
17 Nov 2015,England,Sharjah,0,0,0,0,0,22.0,44.0,30.0,2.0,0.0,73.33,0.0,0.0,0.0,0.0,0.0
20 Nov 2015,England,Dubai (DSC),1,1,0,0,1,51.0,65.0,51.0,5.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0
25 Jan 2016,New Zealand,Wellington,0,0,0,0,0,62.0,105.0,76.0,6.0,0.0,81.57,0.0,0.0,0.0,0.0,0.0
31 Jan 2016,New Zealand,Auckland,2,2,0,0,2,83.0,129.0,77.0,10.0,1.0,107.79,0.0,0.0,0.0,0.0,0.0
18 Aug 2016,Ireland,Dublin (Malahide),0,0,0,0,0,29.0,0.0,29.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
24 Aug 2016,England,Southampton,1,1,0,0,1,40.0,44.0,42.0,4.0,0.0,95.23,0.0,0.0,0.0,0.0,0.0
27 Aug 2016,England,Lord's,0,0,0,0,0,30.0,49.0,33.0,5.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0
30 Aug 2016,England,Nottingham,0,0,0,0,0,9.0,31.0,19.0,0.0,0.0,47.36,0.0,0.0,0.0,0.0,0.0
1 Sep 2016,England,Leeds,1,1,0,0,1,12.0,31.0,21.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0
4 Sep 2016,England,Cardiff,0,0,0,0,0,31.0,38.0,29.0,6.0,0.0,106.89,0.0,0.0,0.0,0.0,0.0
30 Sep 2016,West Indies,Sharjah,0,0,0,0,0,120.0,177.0,131.0,8.0,3.0,91.6,0.0,0.0,0.0,0.0,0.0
2 Oct 2016,West Indies,Sharjah,0,0,0,0,0,123.0,164.0,126.0,9.0,1.0,97.61,0.0,0.0,0.0,0.0,0.0
5 Oct 2016,West Indies,Abu Dhabi,0,0,0,0,0,117.0,0.0,106.0,8.0,1.0,110.37,0.0,0.0,0.0,0.0,0.0
13 Jan 2017,Australia,Brisbane,0,0,0,0,0,33.0,70.0,46.0,3.0,0.0,71.73,0.0,0.0,0.0,0.0,0.0
15 Jan 2017,Australia,Melbourne,0,0,0,0,0,34.0,75.0,49.0,5.0,0.0,69.38,0.0,0.0,0.0,0.0,0.0
19 Jan 2017,Australia,Perth,0,0,0,0,0,84.0,157.0,100.0,4.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0
22 Jan 2017,Australia,Sydney,0,0,0,0,0,31.0,47.0,39.0,4.0,0.0,79.48,0.0,0.0,0.0,0.0,0.0
26 Jan 2017,Australia,Adelaide,1,1,0,0,1,100.0,153.0,109.0,7.0,1.0,91.74,0.0,0.0,0.0,0.0,0.0
7 Apr 2017,West Indies,Providence,1,1,0,0,1,13.0,0.0,21.0,0.0,0.0,61.9,0.0,0.0,0.0,0.0,0.0
9 Apr 2017,West Indies,Providence,2,2,0,0,2,125.0,0.0,132.0,7.0,3.0,94.69,0.0,0.0,0.0,0.0,0.0
11 Apr 2017,West Indies,Providence,0,0,0,0,0,16.0,0.0,22.0,3.0,0.0,72.72,0.0,0.0,0.0,0.0,0.0
4 Jun 2017,India,Birmingham,0,0,0,0,0,8.0,15.0,12.0,1.0,0.0,66.66,0.0,0.0,0.0,0.0,0.0
7 Jun 2017,South Africa,Birmingham,1,1,0,0,1,31.0,80.0,51.0,4.0,0.0,60.78,0.0,0.0,0.0,0.0,0.0
12 Jun 2017,Sri Lanka,Cardiff,1,1,0,0,1,10.0,22.0,18.0,1.0,0.0,55.55,0.0,0.0,0.0,0.0,0.0
14 Jun 2017,England,Cardiff,1,1,0,0,1,38.0,65.0,45.0,2.0,1.0,84.44,0.0,0.0,0.0,0.0,0.0
18 Jun 2017,India,The Oval,1,1,0,0,1,46.0,84.0,52.0,4.0,0.0,88.46,0.0,0.0,0.0,0.0,0.0
