Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
8 Nov 2013,South Africa,Abu Dhabi,0,0,0,0,0,56.0,77.0,54.0,6.0,2.0,103.7,0.0,0.0,0.0,0.0,0.0
11 Nov 2013,South Africa,Sharjah,0,0,0,0,0,53.0,120.0,65.0,7.0,0.0,81.53,0.0,0.0,0.0,0.0,0.0
24 Nov 2013,South Africa,Cape Town,1,1,0,0,1,22.0,77.0,43.0,0.0,0.0,51.16,0.0,0.0,0.0,0.0,0.0
27 Nov 2013,South Africa,Port Elizabeth,0,0,0,0,0,42.0,86.0,59.0,3.0,0.0,71.18,0.0,0.0,0.0,0.0,0.0
30 Nov 2013,South Africa,Centurion,0,0,0,0,0,25.0,59.0,39.0,4.0,0.0,64.1,2.0,0.0,11.0,0.0,5.5
18 Dec 2013,Sri Lanka,Sharjah,1,1,0,0,1,73.0,85.0,68.0,2.0,4.0,107.35,0.0,0.0,0.0,0.0,0.0
20 Dec 2013,Sri Lanka,Dubai (DSC),0,0,0,0,0,18.0,23.0,26.0,0.0,1.0,69.23,0.0,0.0,0.0,0.0,0.0
22 Dec 2013,Sri Lanka,Sharjah,2,2,0,0,2,21.0,29.0,21.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0
25 Dec 2013,Sri Lanka,Abu Dhabi,1,1,0,0,1,46.0,85.0,56.0,4.0,1.0,82.14,0.0,0.0,0.0,0.0,0.0
27 Dec 2013,Sri Lanka,Abu Dhabi,0,0,0,0,0,7.0,15.0,14.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
25 Feb 2014,Sri Lanka,Fatullah,0,0,0,0,0,17.0,42.0,27.0,1.0,0.0,62.96,0.0,0.0,0.0,0.0,0.0
27 Feb 2014,Afghanistan,Fatullah,0,0,0,0,0,13.0,28.0,25.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
2 Mar 2014,India,Dhaka,1,1,0,0,1,38.0,91.0,53.0,2.0,1.0,71.69,0.0,0.0,0.0,0.0,0.0
4 Mar 2014,Bangladesh,Dhaka,0,0,0,0,0,2.0,4.0,5.0,0.0,0.0,40.0,1.0,0.0,7.0,0.0,7.0
23 Aug 2014,Sri Lanka,Hambantota,0,0,0,0,0,89.0,107.0,73.0,9.0,0.0,121.91,0.0,0.0,0.0,0.0,0.0
26 Aug 2014,Sri Lanka,Hambantota,1,1,0,0,1,9.0,10.0,6.0,0.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0
30 Aug 2014,Sri Lanka,Dambulla,0,0,0,0,0,7.0,18.0,9.0,1.0,0.0,77.77,0.0,0.0,0.0,0.0,0.0
12 Oct 2014,Australia,Abu Dhabi,0,0,0,0,0,34.0,55.0,46.0,2.0,1.0,73.91,0.0,0.0,0.0,0.0,0.0
15 Feb 2015,India,Adelaide,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Feb 2015,West Indies,Christchurch,0,0,0,0,0,50.0,92.0,66.0,4.0,1.0,75.75,1.0,0.0,8.0,0.0,8.0
1 Mar 2015,Zimbabwe,Brisbane,0,0,0,0,0,21.0,19.0,17.0,2.0,0.0,123.52,0.0,0.0,0.0,0.0,0.0
4 Mar 2015,U.A.E.,Napier,0,0,0,0,0,45.0,48.0,31.0,4.0,2.0,145.16,5.0,0.0,16.0,1.0,3.2
7 Mar 2015,South Africa,Auckland,0,0,0,0,0,8.0,20.0,16.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
15 Mar 2015,Ireland,Adelaide,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 Mar 2015,Australia,Adelaide,1,1,0,0,1,29.0,63.0,44.0,1.0,0.0,65.9,0.0,0.0,0.0,0.0,0.0
25 Jan 2016,New Zealand,Wellington,0,0,0,0,0,10.0,23.0,16.0,1.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
