Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
8 Sep 2011,Zimbabwe,Bulawayo,0,0,0,0,0,27.0,42.0,32.0,2.0,0.0,84.37,0.0,0.0,0.0,0.0,0.0
11 Sep 2011,Zimbabwe,Harare,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14 Sep 2011,Zimbabwe,Harare,1,1,0,1,0,24.0,40.0,33.0,1.0,0.0,72.72,0.0,0.0,0.0,0.0,0.0
18 Feb 2012,England,Dubai (DSC),1,1,0,1,0,9.0,29.0,22.0,0.0,0.0,40.9,0.0,0.0,0.0,0.0,0.0
21 Feb 2012,England,Dubai (DSC),0,0,0,0,0,2.0,4.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
