Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
24 Nov 2013,South Africa,Cape Town,0,0,0,0,0,39.0,56.0,25.0,3.0,2.0,156.0,7.1,0.0,37.0,3.0,5.16
27 Nov 2013,South Africa,Port Elizabeth,0,0,0,0,0,21.0,15.0,14.0,4.0,0.0,150.0,4.0,0.0,39.0,0.0,9.75
30 Nov 2013,South Africa,Centurion,0,0,0,0,0,1.0,12.0,9.0,0.0,0.0,11.11,8.0,1.0,35.0,1.0,4.37
18 Dec 2013,Sri Lanka,Sharjah,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,100.0,7.0,0.0,56.0,1.0,8.0
20 Dec 2013,Sri Lanka,Dubai (DSC),0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,39.0,0.0,5.57
22 Dec 2013,Sri Lanka,Sharjah,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,39.0,0.0,6.5
25 Dec 2013,Sri Lanka,Abu Dhabi,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,23.0,0.0,3.28
25 Feb 2014,Sri Lanka,Fatullah,0,0,0,0,0,18.0,27.0,13.0,2.0,0.0,138.46,4.0,0.0,27.0,0.0,6.75
31 Jan 2015,New Zealand,Wellington,1,1,0,0,1,0.0,6.0,2.0,0.0,0.0,0.0,8.0,0.0,51.0,1.0,6.37
3 Feb 2015,New Zealand,Napier,1,1,0,0,1,9.0,16.0,11.0,1.0,0.0,81.81,10.0,0.0,93.0,0.0,9.3
