Start Date,Opposition,Ground,Dis,Ct,St,Ct Wk,Ct Fi,Runs_scored,Mins,BF,4s,6s,SR,Overs,Mdns,Runs_concieved,Wkts,Econ
2 Feb 2008,Zimbabwe,Sheikhupura,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,19.0,2.0,2.37
19 Apr 2008,Bangladesh,Karachi,0,0,0,0,0,3.0,3.0,3.0,0.0,0.0,100.0,6.5,0.0,23.0,2.0,3.36
8 Jun 2008,Bangladesh,Dhaka,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,22.0,3.0,3.14
10 Jun 2008,India,Dhaka,0,0,0,0,0,0.0,6.0,5.0,0.0,0.0,0.0,9.2,0.0,86.0,2.0,9.21
29 Jun 2008,Sri Lanka,Karachi,1,1,0,0,1,1.0,4.0,5.0,0.0,0.0,20.0,9.0,0.0,52.0,1.0,5.77
31 Oct 2010,South Africa,Abu Dhabi,1,1,0,0,1,0.0,13.0,5.0,0.0,0.0,0.0,10.0,0.0,43.0,2.0,4.3
2 Nov 2010,South Africa,Dubai (DSC),0,0,0,0,0,21.0,15.0,11.0,2.0,1.0,190.9,10.0,1.0,46.0,1.0,4.6
5 Nov 2010,South Africa,Dubai (DSC),0,0,0,0,0,18.0,0.0,10.0,2.0,0.0,180.0,9.0,0.0,61.0,2.0,6.77
8 Nov 2010,South Africa,Dubai (DSC),1,1,0,0,1,9.0,0.0,5.0,1.0,0.0,180.0,8.0,0.0,64.0,0.0,8.0
26 Jan 2011,New Zealand,Queenstown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29 Jan 2011,New Zealand,Christchurch,0,0,0,0,0,1.0,3.0,2.0,0.0,0.0,50.0,8.0,0.0,43.0,2.0,5.37
1 Feb 2011,New Zealand,Napier,1,1,0,0,1,0.0,7.0,2.0,0.0,0.0,0.0,10.0,1.0,51.0,3.0,5.1
3 Feb 2011,New Zealand,Hamilton,0,0,0,0,0,2.0,15.0,8.0,0.0,0.0,25.0,8.5,0.0,51.0,3.0,5.77
3 Mar 2011,Canada,Colombo (RPS),1,1,0,0,1,0.0,1.0,3.0,0.0,0.0,0.0,5.5,0.0,23.0,1.0,3.94
14 Mar 2011,Zimbabwe,Pallekele,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,1.0,3.5
19 Mar 2011,Australia,Colombo (RPS),0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,39.0,1.0,6.5
23 Mar 2011,West Indies,Dhaka,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,29.0,0.0,4.83
30 Mar 2011,India,Mohali,0,0,0,0,0,8.0,16.0,14.0,1.0,0.0,57.14,10.0,0.0,46.0,5.0,4.6
23 Apr 2011,West Indies,Gros Islet,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,62.0,2.0,6.2
25 Apr 2011,West Indies,Gros Islet,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,39.0,2.0,4.87
28 Apr 2011,West Indies,Bridgetown,1,1,0,0,1,17.0,25.0,16.0,0.0,2.0,106.25,8.0,1.0,38.0,3.0,4.75
5 May 2011,West Indies,Providence,0,0,0,0,0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,38.0,0.0,7.6
10 Feb 2012,Afghanistan,Sharjah,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0,37.0,2.0,3.89
13 Feb 2012,England,Abu Dhabi,1,1,0,0,1,8.0,20.0,21.0,1.0,0.0,38.09,7.0,0.0,47.0,0.0,6.71
18 Mar 2012,India,Dhaka,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,50.0,0.0,12.5
17 Mar 2013,South Africa,Johannesburg,0,0,0,0,0,45.0,78.0,52.0,5.0,1.0,86.53,10.0,0.0,93.0,2.0,9.3
21 Mar 2013,South Africa,Durban,0,0,0,0,0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,4.0
24 Mar 2013,South Africa,Benoni,0,0,0,0,0,12.0,50.0,28.0,0.0,0.0,42.85,7.0,0.0,44.0,0.0,6.28
26 May 2013,Ireland,Dublin,0,0,0,0,0,47.0,0.0,35.0,4.0,4.0,134.28,7.0,0.0,45.0,1.0,6.42
7 Jun 2013,West Indies,The Oval,1,1,0,0,1,6.0,19.0,14.0,0.0,0.0,42.85,10.0,1.0,42.0,2.0,4.2
10 Jun 2013,South Africa,Birmingham,0,0,0,0,0,13.0,16.0,12.0,2.0,0.0,108.33,9.0,0.0,50.0,0.0,5.55
15 Jun 2013,India,Birmingham,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,20.0,1.0,5.0
14 Jul 2013,West Indies,Providence,1,1,0,0,1,7.0,20.0,21.0,0.0,0.0,33.33,5.0,1.0,8.0,0.0,1.6
16 Jul 2013,West Indies,Providence,0,0,0,0,0,3.0,11.0,10.0,0.0,0.0,30.0,7.0,0.0,37.0,0.0,5.28
19 Jul 2013,West Indies,Gros Islet,0,0,0,0,0,19.0,18.0,10.0,0.0,2.0,190.0,10.0,1.0,63.0,1.0,6.3
21 Jul 2013,West Indies,Gros Islet,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,42.0,1.0,7.0
30 Oct 2013,South Africa,Sharjah,1,1,0,0,1,0.0,7.0,8.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,4.0
1 Nov 2013,South Africa,Dubai (DSC),0,0,0,0,0,18.0,34.0,24.0,0.0,2.0,75.0,2.0,0.0,8.0,0.0,4.0
6 Nov 2013,South Africa,Abu Dhabi,0,0,0,0,0,33.0,44.0,47.0,3.0,1.0,70.21,6.0,0.0,40.0,0.0,6.66
23 Aug 2014,Sri Lanka,Hambantota,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,50.0,3.0,5.55
26 Aug 2014,Sri Lanka,Hambantota,0,0,0,0,0,5.0,8.0,6.0,0.0,0.0,83.33,10.0,0.0,65.0,4.0,6.5
30 Aug 2014,Sri Lanka,Dambulla,0,0,0,0,0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,1.0,42.0,1.0,7.0
7 Oct 2014,Australia,Sharjah,1,1,0,0,1,5.0,10.0,10.0,1.0,0.0,50.0,10.0,0.0,61.0,2.0,6.1
10 Oct 2014,Australia,Dubai (DSC),0,0,0,0,0,2.0,9.0,8.0,0.0,0.0,25.0,2.2,0.0,7.0,0.0,3.0
8 Dec 2014,New Zealand,Dubai (DSC),0,0,0,0,0,9.0,9.0,6.0,1.0,0.0,150.0,10.0,0.0,51.0,2.0,5.1
12 Dec 2014,New Zealand,Sharjah,0,0,0,0,0,14.0,18.0,19.0,1.0,0.0,73.68,9.0,0.0,58.0,0.0,6.44
14 Dec 2014,New Zealand,Sharjah,2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,62.0,1.0,7.75
15 Feb 2015,India,Adelaide,0,0,0,0,0,4.0,2.0,2.0,1.0,0.0,200.0,10.0,0.0,49.0,1.0,4.9
21 Feb 2015,West Indies,Christchurch,1,1,0,0,1,3.0,17.0,13.0,0.0,0.0,23.07,10.0,0.0,67.0,1.0,6.7
